area,bedrooms,bathrooms,stories,parking,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,furnishingstatus,region,price
103,2,3,2,0,yes,yes,yes,no,no,yes,unfurnished,Saki,161473
333,5,2,1,0,yes,yes,no,no,no,yes,unfurnished,Okeho,186591
164,5,3,2,2,no,yes,no,no,no,no,furnished,Iseyin,216444
393,2,2,2,0,yes,no,yes,yes,no,yes,semi-furnished,Tede,160415
126,4,3,2,3,no,yes,no,yes,no,yes,furnished,Iroko,205644
281,3,2,1,1,yes,yes,yes,no,no,no,unfurnished,Sepeteri,168827
232,3,1,1,1,yes,yes,yes,yes,yes,no,unfurnished,Lanlate,162423
277,1,3,1,1,yes,yes,no,yes,yes,no,furnished,Lanlate,180293
152,5,2,2,3,no,yes,yes,yes,yes,yes,furnished,Ilora,207990
271,1,1,1,1,yes,no,no,no,no,no,semi-furnished,Sepeteri,133301
122,4,3,2,1,no,yes,no,no,yes,yes,furnished,Alabata,195607
247,3,1,1,0,yes,no,no,no,yes,no,semi-furnished,Ogbomosho,151998
159,3,3,2,0,no,yes,no,no,yes,no,semi-furnished,Ado-Awaye,177553
285,3,2,2,2,yes,yes,no,no,no,no,unfurnished,Sepeteri,180006
132,3,1,1,3,yes,no,yes,yes,yes,no,semi-furnished,Saki,169921
138,1,2,2,3,yes,yes,no,yes,yes,no,semi-furnished,Awe,164536
368,5,2,1,2,yes,no,yes,yes,no,no,unfurnished,Akinmoorin,193006
281,1,1,2,1,no,yes,no,yes,no,no,semi-furnished,Saki,137393
161,2,1,1,2,yes,no,yes,yes,yes,no,semi-furnished,Jobele,164919
287,2,2,2,1,no,yes,yes,yes,yes,yes,furnished,Igboho,186781
120,4,3,2,2,yes,no,no,yes,no,no,furnished,Igboho,192342
362,2,1,1,3,no,no,yes,yes,no,yes,semi-furnished,Alabata,156429
144,3,2,1,1,yes,yes,yes,no,yes,no,unfurnished,Iresa-Adu,159991
357,4,2,2,0,yes,no,yes,yes,yes,no,furnished,Sepeteri,185867
217,4,1,1,1,no,no,no,no,no,no,unfurnished,Okeho,162838
362,2,3,2,2,yes,yes,yes,no,yes,yes,unfurnished,Iresa-Adu,170772
327,4,1,1,0,yes,no,no,no,yes,no,furnished,Sepeteri,178631
230,4,3,2,2,yes,yes,no,yes,yes,no,semi-furnished,Igbo-Ora,201592
140,2,3,2,1,yes,yes,no,no,no,no,furnished,Okeho,170061
117,3,3,1,0,no,no,yes,no,no,yes,furnished,Akinmoorin,184571
317,3,2,2,0,yes,yes,no,yes,yes,yes,unfurnished,Iresa-Apa,175620
261,5,1,2,3,yes,yes,no,yes,no,yes,furnished,Iresa-Apa,206238
247,4,2,2,2,yes,yes,no,no,no,yes,semi-furnished,Kisi (Kishi),187587
284,4,2,2,2,yes,yes,no,no,no,no,furnished,Ibadan,188494
321,1,1,2,1,yes,no,yes,yes,yes,no,unfurnished,Ago-Amodu,139273
382,4,3,1,3,yes,yes,no,no,no,yes,semi-furnished,Iroko,185970
398,2,1,1,2,no,no,yes,no,yes,no,semi-furnished,Okeho,145190
393,1,1,1,0,yes,no,yes,yes,yes,yes,semi-furnished,Lanlate,139051
155,3,2,1,2,no,yes,yes,yes,yes,yes,unfurnished,Lalupon,180806
124,1,3,2,0,no,yes,no,no,no,no,semi-furnished,Igangan,151532
205,3,2,1,1,no,no,yes,no,yes,no,semi-furnished,Lanlate,170570
107,3,2,1,2,yes,no,yes,yes,no,yes,semi-furnished,Iresa-Apa,177137
216,1,2,1,2,yes,no,no,yes,no,yes,unfurnished,Ago-Amodu,142698
220,1,2,1,3,yes,yes,no,yes,yes,no,unfurnished,Alabata,149490
207,2,1,1,0,yes,no,yes,yes,yes,no,unfurnished,Eruwa,138227
320,1,3,1,2,yes,yes,yes,yes,yes,yes,semi-furnished,Iresa-Apa,171959
104,4,1,2,3,yes,yes,yes,no,no,yes,furnished,Fiditi,197706
197,1,3,2,0,yes,yes,no,yes,yes,yes,furnished,Kisi (Kishi),169749
109,1,2,1,3,no,no,no,no,no,no,furnished,Jobele,149536
371,4,1,1,0,no,no,yes,yes,no,yes,unfurnished,Iresa-Adu,164851
82,3,3,2,3,yes,no,no,yes,no,yes,furnished,Iresa-Adu,189716
141,1,1,2,2,no,no,yes,no,yes,no,unfurnished,Iseyin,147338
393,5,1,2,2,no,no,no,yes,yes,yes,furnished,Fiditi,209961
138,4,1,1,3,no,yes,no,yes,no,yes,furnished,Ogbomosho,194886
143,2,2,1,0,no,no,no,no,no,yes,unfurnished,Kisi (Kishi),132768
95,3,1,2,0,yes,no,no,no,no,no,furnished,Awe,176420
257,4,3,2,2,no,no,no,yes,no,no,semi-furnished,Jobele,182619
274,3,2,1,0,no,yes,no,no,yes,no,semi-furnished,Ilora,156292
357,2,3,1,2,yes,no,no,yes,yes,no,semi-furnished,Saki,162988
240,4,1,1,2,no,no,yes,yes,no,yes,furnished,Saki,192459
199,2,2,1,3,no,yes,no,no,yes,yes,furnished,Igbo-Ora,169167
309,2,2,2,2,yes,no,yes,no,no,no,furnished,Igbeti,174412
378,5,3,1,3,yes,no,yes,yes,yes,yes,furnished,Awe,229102
370,4,3,1,0,yes,no,yes,no,yes,no,unfurnished,Ogbomosho,184783
245,2,1,2,3,no,yes,yes,no,yes,no,furnished,Ogbomosho,176744
276,5,1,2,2,yes,no,yes,yes,yes,yes,furnished,Oyo,197952
232,4,3,1,3,yes,no,no,yes,no,yes,furnished,Iresa-Adu,197156
130,5,2,2,1,yes,no,no,no,yes,no,furnished,Kisi (Kishi),210995
234,2,3,1,0,no,yes,yes,yes,yes,yes,unfurnished,Lanlate,173059
143,4,1,1,3,no,no,no,no,yes,yes,unfurnished,Lalupon,178604
191,1,3,1,2,yes,no,no,no,no,no,semi-furnished,Ogbomosho,152278
263,2,2,1,0,no,yes,yes,no,no,no,semi-furnished,Ayete,154117
378,4,1,2,1,no,yes,no,no,no,yes,semi-furnished,Erunmu,184840
124,3,3,2,3,yes,yes,yes,no,no,yes,unfurnished,Ogbomosho,194263
372,2,1,1,2,yes,yes,no,yes,yes,yes,semi-furnished,Lalupon,170575
310,5,3,2,0,yes,no,no,no,yes,yes,semi-furnished,Kisi (Kishi),207007
150,4,2,2,2,no,no,no,no,no,no,furnished,Saki,195289
372,1,3,2,2,no,no,no,yes,no,no,semi-furnished,Eruwa,160663
128,4,1,1,3,no,yes,no,no,no,yes,semi-furnished,Igboho,184454
357,2,3,1,2,no,no,no,no,yes,no,semi-furnished,Okeho,156232
207,3,2,1,0,yes,yes,yes,yes,no,yes,furnished,Okeho,181452
344,5,1,2,1,yes,no,no,yes,yes,no,furnished,Awe,196412
111,1,2,1,0,no,yes,no,yes,yes,no,semi-furnished,Ado-Awaye,144142
328,3,2,2,2,yes,no,yes,yes,no,no,unfurnished,Ilora,164672
308,3,1,1,3,no,no,yes,no,no,no,furnished,Igbo-Ora,176692
239,3,2,1,1,no,no,yes,no,yes,no,furnished,Ilora,172096
305,5,2,2,2,no,no,yes,no,no,no,furnished,Okeho,203604
266,4,1,1,2,yes,yes,yes,no,no,yes,furnished,Lanlate,184150
329,4,3,1,1,no,yes,yes,yes,no,no,unfurnished,Igbeti,189576
284,1,2,2,0,yes,yes,yes,yes,no,no,semi-furnished,Iresa-Adu,154866
253,3,2,1,2,yes,yes,yes,yes,no,yes,unfurnished,Tede,181535
81,2,3,1,1,yes,yes,no,no,yes,no,semi-furnished,Ago-Amodu,162233
250,5,2,1,3,yes,yes,no,yes,no,yes,unfurnished,Igbeti,203395
132,4,2,1,0,no,yes,no,yes,yes,no,furnished,Kisi (Kishi),189069
287,1,3,2,0,yes,no,yes,yes,no,no,furnished,Erunmu,161738
121,3,3,1,2,yes,yes,yes,no,no,yes,unfurnished,Otu,177388
181,5,1,2,2,no,no,yes,yes,yes,yes,furnished,Akinmoorin,204296
235,3,1,2,2,no,no,no,no,no,yes,unfurnished,Ado-Awaye,159164
297,1,3,2,1,yes,no,no,no,yes,yes,furnished,Iresa-Apa,180386
162,2,3,2,3,no,yes,no,yes,no,no,unfurnished,Fiditi,171065
287,2,2,2,2,yes,yes,no,no,no,yes,furnished,Lalupon,179423
104,2,3,2,3,no,no,no,yes,no,no,semi-furnished,Ado-Awaye,168522
231,5,3,2,2,no,yes,yes,yes,no,yes,unfurnished,Fiditi,206796
254,2,3,1,1,no,no,yes,no,yes,no,furnished,Tede,178782
325,1,2,2,2,no,yes,yes,no,yes,no,semi-furnished,Otu,156214
373,5,3,2,1,no,no,yes,no,yes,yes,unfurnished,Ayete,202125
149,1,3,2,3,yes,yes,no,yes,no,yes,furnished,Igangan,183904
230,3,2,2,0,no,yes,no,yes,yes,yes,unfurnished,Ayete,160866
390,5,3,1,1,yes,yes,yes,yes,no,no,unfurnished,Igbo-Ora,199961
386,3,3,2,0,yes,no,yes,no,yes,yes,semi-furnished,Iresa-Apa,178891
173,1,3,1,1,yes,no,yes,no,yes,yes,unfurnished,Fiditi,162145
357,5,3,1,0,yes,yes,no,no,no,yes,furnished,Sepeteri,198902
245,3,1,2,3,no,yes,yes,yes,no,no,unfurnished,Sepeteri,173774
157,5,2,1,1,no,yes,no,yes,yes,no,unfurnished,Iresa-Adu,190437
320,5,3,2,1,yes,no,no,yes,yes,yes,semi-furnished,Ayete,208868
99,3,2,2,3,yes,yes,no,no,yes,yes,furnished,Awe,196801
142,3,3,2,2,yes,yes,yes,no,no,yes,semi-furnished,Tede,189993
396,5,1,1,2,no,yes,yes,no,no,yes,semi-furnished,Ayete,186323
318,4,3,2,3,no,no,no,yes,no,no,unfurnished,Oyo,188188
338,3,3,1,2,yes,no,no,yes,no,no,furnished,Eruwa,177691
204,1,3,2,1,no,no,no,yes,yes,yes,furnished,Iresa-Apa,171893
250,5,3,1,1,no,no,no,yes,no,no,unfurnished,Iroko,191687
367,2,2,1,3,no,no,yes,yes,no,no,semi-furnished,Tede,159354
185,3,3,1,3,no,yes,no,yes,yes,yes,unfurnished,Igangan,180618
370,1,2,2,2,yes,yes,yes,no,yes,yes,furnished,Lalupon,182458
97,1,3,1,0,yes,no,yes,yes,yes,yes,furnished,Igbeti,173052
294,1,2,1,3,no,yes,yes,no,no,no,unfurnished,Lalupon,149132
206,1,1,2,2,no,no,no,no,yes,yes,furnished,Otu,152578
293,5,3,1,0,no,no,no,no,no,yes,semi-furnished,Ago-Amodu,183662
351,1,3,2,2,yes,yes,no,no,no,yes,furnished,Awe,174185
383,2,1,2,2,no,no,no,yes,yes,yes,furnished,Igbo-Ora,178201
142,4,1,2,2,yes,yes,yes,yes,no,no,unfurnished,Igbo-Ora,174666
169,4,2,1,2,no,yes,no,yes,no,no,semi-furnished,Eruwa,175969
259,4,1,1,0,yes,yes,no,yes,no,no,furnished,Ilora,173387
143,5,3,1,3,yes,no,yes,no,yes,no,semi-furnished,Igangan,199034
351,2,1,2,3,no,yes,yes,yes,no,yes,furnished,Erunmu,184048
300,4,2,2,3,yes,no,yes,yes,yes,yes,semi-furnished,Igboho,204975
318,1,1,2,3,no,no,yes,no,yes,no,furnished,Saki,149867
379,2,1,2,0,no,yes,yes,no,yes,no,semi-furnished,Ogbomosho,157575
268,3,3,1,3,no,yes,no,no,no,no,unfurnished,Tede,168547
381,5,3,1,3,yes,yes,yes,yes,no,yes,semi-furnished,Awe,204559
288,1,3,2,3,yes,yes,no,yes,no,yes,semi-furnished,Okeho,179571
187,3,2,1,3,no,yes,yes,yes,yes,no,furnished,Okeho,197161
261,2,1,2,1,no,no,no,no,no,no,unfurnished,Alabata,136178
377,1,1,2,0,no,no,yes,yes,no,no,unfurnished,Igangan,135286
239,2,1,2,3,no,yes,no,no,yes,no,unfurnished,Oyo,152401
139,2,1,1,3,no,no,no,yes,no,yes,unfurnished,Lalupon,153248
364,4,1,2,3,yes,yes,no,yes,no,no,semi-furnished,Saki,180801
241,2,2,2,1,no,yes,no,no,no,yes,unfurnished,Iseyin,147981
175,1,1,2,3,no,no,yes,yes,no,yes,furnished,Tede,165909
228,3,2,1,2,no,no,no,no,yes,yes,furnished,Lalupon,186888
278,4,1,1,1,yes,no,no,yes,yes,yes,furnished,Igbo-Ora,178643
122,1,1,1,2,yes,no,yes,no,no,no,furnished,Igbo-Ora,153782
330,4,3,1,0,yes,no,yes,yes,yes,no,semi-furnished,Ilora,184253
298,1,3,1,3,no,yes,no,yes,yes,yes,semi-furnished,Akinmoorin,161532
133,2,3,2,1,yes,yes,yes,no,yes,yes,unfurnished,Sepeteri,171158
87,5,3,1,2,no,yes,yes,yes,no,no,unfurnished,Igbeti,185579
246,4,3,2,2,no,yes,yes,yes,yes,yes,unfurnished,Igangan,203113
131,5,1,2,2,yes,no,no,no,no,no,furnished,Ayete,195837
378,5,1,2,3,yes,no,yes,yes,no,yes,furnished,Iroko,215076
233,2,3,1,1,no,yes,yes,no,no,no,semi-furnished,Sepeteri,171792
144,3,3,2,1,yes,no,yes,yes,yes,yes,unfurnished,Fiditi,180553
219,3,3,1,0,no,yes,no,no,yes,yes,unfurnished,Alabata,161732
195,4,3,2,0,yes,no,no,yes,no,no,unfurnished,Iroko,178957
107,3,3,1,1,yes,no,yes,yes,yes,no,semi-furnished,Lalupon,175153
365,4,1,1,3,no,no,no,yes,yes,yes,semi-furnished,Akinmoorin,185401
185,3,3,1,3,no,no,no,no,no,yes,unfurnished,Okeho,162515
357,1,2,1,0,no,no,yes,yes,no,yes,semi-furnished,Igboho,149892
240,1,1,2,1,no,yes,no,yes,no,no,unfurnished,Eruwa,140944
268,3,1,2,2,no,no,no,yes,yes,yes,semi-furnished,Jobele,177357
235,4,1,2,2,yes,yes,yes,yes,no,yes,unfurnished,Eruwa,176574
118,1,2,2,1,yes,no,no,no,no,no,semi-furnished,Ayete,140282
334,5,1,1,1,no,yes,no,yes,no,no,semi-furnished,Ado-Awaye,179986
174,5,2,1,1,yes,no,yes,no,no,no,furnished,Eruwa,186774
325,5,3,1,0,yes,no,yes,yes,no,no,furnished,Otu,210180
353,3,3,1,1,no,no,yes,no,yes,no,furnished,Ayete,188647
147,3,2,2,0,no,yes,no,no,no,no,furnished,Igboho,183215
264,5,3,1,3,yes,no,yes,no,no,no,furnished,Iroko,212040
344,2,1,2,3,yes,yes,yes,no,yes,no,furnished,Okeho,180790
350,5,3,1,2,yes,no,no,yes,yes,yes,semi-furnished,Fiditi,214804
373,5,1,1,2,no,no,yes,no,no,yes,furnished,Otu,197805
215,5,3,2,0,no,no,yes,yes,yes,yes,furnished,Eruwa,219955
357,1,1,2,0,no,yes,no,no,no,no,unfurnished,Jobele,123090
91,1,1,2,1,no,no,no,yes,no,yes,furnished,Kisi (Kishi),155773
104,2,2,1,2,no,no,no,yes,no,yes,unfurnished,Iresa-Apa,160130
135,3,3,1,3,no,no,no,yes,no,no,unfurnished,Oyo,160706
85,5,1,1,0,no,no,no,yes,no,no,semi-furnished,Iroko,166695
398,4,3,1,1,yes,yes,yes,yes,yes,yes,furnished,Otu,204671
317,5,1,1,2,yes,yes,no,yes,no,no,furnished,Ago-Amodu,196756
266,1,3,2,2,no,yes,no,yes,yes,no,furnished,Oyo,164456
247,5,2,1,3,no,no,no,no,no,yes,unfurnished,Lalupon,175122
315,5,2,2,0,yes,yes,yes,no,yes,yes,furnished,Kisi (Kishi),215809
237,5,3,2,2,yes,yes,yes,yes,yes,yes,furnished,Ilora,218172
167,3,3,2,2,no,yes,no,no,no,yes,semi-furnished,Iresa-Adu,176175
188,1,3,1,1,no,no,yes,yes,yes,yes,unfurnished,Igangan,149712
171,1,1,2,0,no,no,yes,no,yes,yes,unfurnished,Igboho,128756
154,2,3,1,0,yes,yes,no,yes,no,no,unfurnished,Igbeti,155806
316,3,2,1,3,yes,yes,yes,no,no,yes,semi-furnished,Jobele,171800
290,1,2,1,0,yes,no,yes,yes,no,no,furnished,Ago-Amodu,162355
124,5,2,2,3,yes,no,yes,yes,yes,no,semi-furnished,Erunmu,205852
323,2,1,1,2,yes,no,yes,no,yes,yes,unfurnished,Ayete,161270
222,3,1,2,0,yes,yes,no,yes,no,yes,semi-furnished,Alabata,162682
339,2,1,2,0,yes,yes,no,yes,no,yes,semi-furnished,Lanlate,163972
196,3,3,1,0,no,yes,no,no,yes,no,unfurnished,Okeho,169623
278,2,2,2,3,yes,yes,no,no,yes,yes,furnished,Alabata,186859
258,5,3,1,0,yes,no,no,no,yes,yes,unfurnished,Oyo,182374
201,4,2,1,1,yes,no,yes,no,yes,no,unfurnished,Ado-Awaye,179042
394,4,3,2,2,no,no,no,no,yes,no,furnished,Jobele,189485
114,1,3,2,3,yes,no,yes,yes,yes,no,furnished,Igangan,174363
299,4,3,2,0,yes,yes,yes,yes,yes,no,semi-furnished,Iseyin,205792
294,5,2,1,2,yes,no,no,yes,no,yes,furnished,Erunmu,201969
154,5,2,1,1,no,yes,no,no,yes,no,furnished,Igbo-Ora,195773
191,3,3,1,0,yes,yes,yes,no,no,no,furnished,Iresa-Adu,180335
183,3,1,1,3,no,yes,no,yes,yes,yes,furnished,Okeho,179796
142,4,1,1,2,yes,yes,yes,no,yes,no,furnished,Igbeti,185275
178,4,2,1,3,yes,yes,yes,yes,yes,no,furnished,Ago-Amodu,202155
285,2,3,1,1,yes,yes,no,no,yes,no,furnished,Ogbomosho,183319
268,4,1,1,0,no,no,yes,no,no,yes,unfurnished,Oyo,158637
271,5,1,2,1,no,yes,no,no,yes,yes,semi-furnished,Jobele,190712
172,4,1,1,0,no,yes,yes,no,no,no,unfurnished,Kisi (Kishi),158493
209,4,1,1,1,no,no,yes,yes,yes,yes,unfurnished,Igbeti,173828
95,3,1,1,3,yes,yes,no,yes,no,yes,furnished,Iseyin,178984
399,2,3,1,1,yes,no,yes,no,yes,yes,furnished,Ibadan,187891
295,4,1,2,2,yes,yes,no,yes,no,no,unfurnished,Iroko,174342
149,2,3,2,1,no,no,yes,yes,no,no,semi-furnished,Ilora,164001
308,3,3,1,1,yes,yes,no,yes,no,yes,semi-furnished,Ayete,177501
393,4,3,1,3,no,no,yes,no,no,no,semi-furnished,Ibadan,183602
384,4,2,1,0,yes,no,no,yes,yes,yes,semi-furnished,Ado-Awaye,184381
207,4,3,2,3,yes,no,yes,yes,no,no,furnished,Eruwa,202112
398,1,3,2,2,no,no,yes,no,yes,no,semi-furnished,Alabata,159558
121,2,1,1,1,no,no,yes,no,yes,no,semi-furnished,Iroko,152877
286,3,3,1,0,no,no,yes,no,yes,yes,unfurnished,Alabata,160187
258,1,3,1,0,no,no,yes,yes,no,no,semi-furnished,Tede,155613
144,4,2,2,2,yes,yes,yes,yes,yes,no,unfurnished,Eruwa,181875
241,5,2,2,3,yes,no,yes,no,no,no,unfurnished,Sepeteri,197025
219,1,1,2,2,yes,no,no,yes,no,no,unfurnished,Ibadan,137493
102,2,1,1,2,no,yes,no,yes,yes,no,unfurnished,Iroko,144848
264,5,1,2,2,no,yes,no,yes,no,yes,semi-furnished,Alabata,184545
114,3,3,1,1,yes,yes,yes,yes,yes,yes,semi-furnished,Ago-Amodu,181684
184,1,1,2,3,no,no,yes,no,yes,no,semi-furnished,Erunmu,154124
205,4,1,1,1,yes,yes,yes,no,yes,no,unfurnished,Awe,174886
234,4,1,2,1,yes,no,no,no,yes,no,semi-furnished,Eruwa,182800
168,4,2,2,2,no,yes,yes,no,yes,yes,furnished,Otu,209461
120,5,2,2,0,yes,no,yes,yes,no,no,unfurnished,Iresa-Apa,185133
216,4,1,1,0,no,no,no,no,no,yes,unfurnished,Otu,159062
231,2,1,1,1,no,no,no,yes,yes,no,unfurnished,Lanlate,136240
236,4,2,1,3,no,no,yes,yes,no,yes,unfurnished,Awe,168334
350,4,1,1,2,no,no,no,yes,no,no,semi-furnished,Iresa-Apa,175542
260,3,2,1,1,yes,yes,no,yes,no,yes,furnished,Ogbomosho,179294
128,2,3,2,3,no,yes,no,yes,no,no,unfurnished,Igangan,171781
208,1,1,2,1,no,no,no,no,yes,yes,semi-furnished,Tede,139283
150,1,2,1,1,no,no,yes,yes,no,yes,unfurnished,Igbeti,134760
147,5,2,1,1,no,no,no,yes,no,no,unfurnished,Ilora,168676
177,4,2,1,3,no,no,no,no,no,yes,furnished,Awe,196545
358,1,2,2,3,no,no,no,yes,no,yes,furnished,Fiditi,163279
179,3,2,2,0,no,no,yes,no,no,no,semi-furnished,Fiditi,167305
325,5,3,2,2,no,no,yes,no,no,yes,unfurnished,Kisi (Kishi),201824
214,3,1,1,2,no,yes,no,yes,yes,yes,unfurnished,Lanlate,156412
172,1,2,1,3,yes,yes,yes,no,no,no,unfurnished,Ogbomosho,145586
93,2,2,2,2,no,no,yes,no,no,yes,unfurnished,Ogbomosho,157662
302,3,1,2,2,no,no,yes,no,no,yes,semi-furnished,Jobele,160713
276,3,2,2,0,no,no,no,no,yes,yes,furnished,Jobele,174175
81,2,3,2,0,no,no,yes,no,no,no,unfurnished,Okeho,154897
93,2,1,2,0,no,no,no,yes,no,no,furnished,Eruwa,158905
373,5,2,2,1,yes,no,no,no,yes,yes,semi-furnished,Igboho,196976
130,2,1,2,1,yes,yes,no,yes,no,yes,furnished,Ago-Amodu,163429
392,4,2,1,1,no,yes,no,no,no,no,semi-furnished,Jobele,169898
358,2,1,2,3,no,yes,yes,yes,no,yes,unfurnished,Otu,163607
254,1,1,2,3,yes,yes,no,yes,no,no,semi-furnished,Erunmu,164789
151,5,2,2,0,no,yes,no,yes,yes,no,semi-furnished,Ayete,202374
240,5,1,2,1,yes,no,yes,no,yes,no,furnished,Iresa-Adu,207965
287,1,2,1,0,no,no,yes,no,yes,no,semi-furnished,Igangan,149807
364,3,2,2,2,no,no,yes,no,no,yes,semi-furnished,Ilora,179640
337,5,3,2,1,no,no,no,yes,no,no,unfurnished,Awe,181729
84,3,2,2,0,yes,yes,no,no,yes,no,furnished,Eruwa,177579
334,4,1,2,0,no,yes,no,no,yes,yes,furnished,Alabata,181050
298,5,3,1,3,no,yes,yes,no,no,no,furnished,Otu,211651
379,4,2,1,3,no,yes,no,yes,no,yes,semi-furnished,Igbeti,188852
363,3,1,2,1,no,yes,yes,no,yes,no,semi-furnished,Lalupon,167057
121,4,1,1,2,no,yes,no,yes,no,yes,semi-furnished,Kisi (Kishi),172125
222,5,1,1,1,yes,no,no,no,no,yes,semi-furnished,Tede,179277
371,1,3,2,1,no,yes,yes,yes,yes,yes,semi-furnished,Kisi (Kishi),163857
142,1,3,2,0,no,no,yes,yes,yes,yes,semi-furnished,Awe,155117
155,4,1,2,1,yes,yes,no,no,yes,no,furnished,Iresa-Adu,183726
253,2,2,1,1,yes,no,no,yes,no,no,unfurnished,Iresa-Adu,154521
278,2,1,2,3,yes,no,yes,yes,yes,yes,furnished,Kisi (Kishi),174412
295,1,2,2,0,yes,yes,yes,yes,no,no,semi-furnished,Fiditi,150966
274,1,2,2,0,no,yes,no,yes,no,yes,unfurnished,Akinmoorin,142221
123,2,3,2,0,no,yes,yes,no,no,yes,unfurnished,Awe,167119
116,5,3,2,0,no,no,no,no,no,no,furnished,Ilora,201946
328,4,1,2,2,no,no,yes,yes,no,no,semi-furnished,Lanlate,179876
310,5,2,2,1,no,yes,no,no,yes,yes,unfurnished,Iresa-Apa,196814
310,5,2,1,0,yes,yes,yes,no,yes,no,furnished,Igbeti,195066
375,3,3,1,3,no,yes,yes,no,no,yes,semi-furnished,Alabata,177501
371,2,2,1,1,yes,yes,yes,no,yes,yes,furnished,Tede,177029
261,1,1,2,0,no,yes,no,yes,yes,yes,unfurnished,Ibadan,146877
356,3,1,2,2,yes,yes,yes,no,yes,yes,unfurnished,Oyo,177289
166,1,1,1,1,yes,yes,no,yes,no,yes,semi-furnished,Okeho,154528
355,1,1,1,2,no,yes,no,no,yes,yes,unfurnished,Eruwa,139724
330,1,3,2,3,yes,no,no,yes,yes,no,unfurnished,Lanlate,172277
386,5,2,2,0,yes,no,no,yes,no,no,furnished,Ogbomosho,197330
208,4,1,1,3,no,no,yes,yes,no,yes,furnished,Ilora,193523
227,1,1,1,0,yes,no,yes,yes,yes,no,semi-furnished,Eruwa,138074
225,3,2,1,2,yes,yes,no,no,no,no,furnished,Erunmu,186323
117,3,3,1,2,yes,no,no,yes,yes,yes,semi-furnished,Saki,180102
299,4,3,2,3,yes,no,no,no,yes,no,semi-furnished,Iroko,192406
245,4,3,2,0,yes,yes,yes,yes,no,no,unfurnished,Fiditi,183748
225,2,2,1,1,no,no,yes,no,yes,no,unfurnished,Ado-Awaye,147544
198,2,2,2,1,yes,no,yes,no,no,no,furnished,Lalupon,168847
82,2,3,1,0,no,yes,no,yes,yes,yes,semi-furnished,Iseyin,177003
310,1,2,1,0,no,no,yes,yes,yes,yes,unfurnished,Akinmoorin,137107
83,3,3,1,3,yes,yes,no,no,no,yes,furnished,Akinmoorin,195175
375,5,2,2,0,yes,no,yes,no,no,yes,furnished,Sepeteri,210283
337,1,1,2,1,no,no,yes,yes,no,no,furnished,Kisi (Kishi),161555
306,4,2,2,3,yes,no,yes,yes,yes,yes,unfurnished,Otu,189965
92,2,1,1,3,no,no,no,yes,yes,yes,unfurnished,Ayete,151569
196,2,2,2,1,yes,no,yes,yes,yes,yes,unfurnished,Oyo,157073
376,4,1,2,1,no,yes,no,yes,yes,yes,unfurnished,Kisi (Kishi),176445
170,2,2,2,0,yes,no,yes,yes,no,yes,unfurnished,Igbeti,154258
357,2,3,1,2,no,no,no,yes,yes,no,furnished,Okeho,170562
202,4,2,1,0,no,no,no,yes,no,no,semi-furnished,Erunmu,178326
248,3,1,1,3,yes,yes,yes,no,no,yes,furnished,Erunmu,175625
207,2,3,1,2,no,yes,yes,no,no,yes,furnished,Ayete,182930
226,1,1,2,0,no,yes,yes,no,no,yes,unfurnished,Igbeti,134370
282,3,1,1,2,yes,no,no,no,yes,no,furnished,Awe,167843
202,1,3,1,2,yes,no,yes,yes,yes,yes,semi-furnished,Igbeti,159996
270,3,2,2,1,no,yes,no,no,yes,yes,semi-furnished,Oyo,167561
309,5,3,2,1,no,no,no,yes,yes,yes,semi-furnished,Tede,209315
297,5,1,1,1,no,yes,no,no,no,yes,semi-furnished,Awe,170607
223,1,1,1,3,yes,yes,yes,no,no,yes,furnished,Otu,168936
234,2,2,2,2,no,no,yes,yes,no,no,unfurnished,Otu,162337
100,3,2,1,0,no,no,no,no,no,no,furnished,Ago-Amodu,168060
172,1,3,2,1,no,yes,no,no,no,no,unfurnished,Igangan,147600
311,5,2,2,3,no,yes,no,yes,yes,yes,unfurnished,Jobele,199305
170,5,2,1,2,yes,yes,no,no,no,yes,unfurnished,Saki,184547
214,2,1,1,1,no,no,yes,yes,yes,yes,unfurnished,Iroko,150759
232,5,3,2,0,no,no,yes,no,no,no,semi-furnished,Iroko,184411
229,5,3,2,3,no,yes,yes,yes,yes,yes,unfurnished,Igbeti,211181
184,3,2,1,2,no,no,no,no,yes,no,unfurnished,Ibadan,155497
114,4,3,1,2,no,yes,no,yes,yes,no,furnished,Ibadan,206557
378,5,3,1,1,yes,no,no,yes,yes,no,semi-furnished,Iroko,205192
394,3,3,1,1,yes,yes,no,yes,no,yes,furnished,Eruwa,193161
211,4,2,1,3,no,no,yes,yes,no,no,furnished,Tede,188020
389,4,1,1,0,no,no,yes,yes,yes,no,furnished,Igangan,185947
188,4,1,1,3,no,no,no,no,yes,no,semi-furnished,Tede,167949
101,2,1,2,3,no,yes,yes,yes,yes,no,semi-furnished,Otu,162271
322,1,3,2,0,yes,no,no,no,no,no,furnished,Ibadan,163720
81,3,1,1,2,yes,no,no,no,no,yes,furnished,Lalupon,166536
185,2,3,1,0,yes,no,yes,yes,yes,no,semi-furnished,Lanlate,168169
193,1,3,2,3,no,yes,yes,yes,no,no,semi-furnished,Jobele,161981
251,3,2,1,2,no,no,no,no,no,yes,semi-furnished,Ago-Amodu,160462
